"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"0500000US37007","Anson County, North Carolina","22055","665","21390","20783","10593","9838","89","221","4","38","607","571","217","206","23","2","36","47","13","0","24","0","0","0","0","3","0","26","24","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","0"
"0500000US37009","Ashe County, North Carolina","26577","1519","25058","24358","24028","125","48","102","12","43","700","673","87","404","31","0","145","6","0","0","0","0","0","0","0","0","0","25","16","0","4","2","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US37011","Avery County, North Carolina","17806","987","16819","16357","15549","649","58","56","1","44","462","435","49","277","35","1","61","4","6","0","0","0","0","1","1","0","0","26","3","0","0","0","8","0","2","5","0","0","0","0","0","1","4","0","0","0","0","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37013","Beaufort County, North Carolina","44652","3433","41219","40018","29431","10195","90","164","16","122","1201","1142","421","363","78","4","166","69","6","3","17","6","0","0","0","7","2","56","28","2","0","7","11","0","2","1","0","2","0","0","0","0","0","0","1","0","0","2","3","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37015","Bertie County, North Carolina","17934","330","17604","17141","6298","10674","57","63","0","49","463","421","167","90","21","2","52","51","14","3","17","4","0","0","0","0","0","31","17","0","0","1","1","0","0","5","2","1","4","0","0","0","0","0","0","0","0","0","11","7","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37017","Bladen County, North Carolina","29606","2546","27060","26158","15830","9505","701","47","8","67","902","834","224","347","29","1","63","126","2","4","20","9","5","1","3","0","0","60","30","2","0","6","7","3","1","7","3","0","0","1","0","0","0","0","0","0","0","0","8","2","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37019","Brunswick County, North Carolina","136693","7420","129273","124182","110716","11392","743","890","75","366","5091","4864","1062","2071","386","38","1065","130","33","8","56","2","0","2","11","0","0","216","132","23","0","19","23","2","0","12","5","0","0","0","0","0","0","0","0","0","0","0","10","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US37021","Buncombe County, North Carolina","269452","21922","247530","235729","214862","15017","727","3274","467","1382","11801","11214","2624","4409","1583","105","2010","206","56","10","114","12","4","9","45","27","0","558","299","60","12","41","63","1","31","29","5","0","0","3","8","0","5","1","0","0","0","0","24","0","1","6","1","5","0","5","6","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0"
"0500000US37023","Burke County, North Carolina","87570","7184","80386","77118","68664","4762","238","3150","64","240","3268","3131","831","1466","242","31","426","65","2","11","33","7","0","4","7","5","1","113","64","6","3","19","9","2","4","3","0","0","0","0","0","2","0","0","0","0","0","1","20","0","0","6","3","4","0","0","4","0","3","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"0500000US37025","Cabarrus County, North Carolina","225804","27263","198541","189229","133781","41687","598","11933","122","1108","9312","8693","2738","2716","1149","60","1098","403","155","30","258","13","0","5","22","44","2","565","315","84","6","47","36","2","8","27","5","0","22","1","1","6","0","0","0","0","0","5","47","23","0","6","0","8","0","8","0","0","2","0","0","0","0","0","7","7","0","0","0","0","0","0","0"
"0500000US37027","Caldwell County, North Carolina","80652","4923","75729","72687","67868","3843","196","527","15","238","3042","2912","967","1332","181","20","312","33","15","9","30","1","0","3","6","3","0","111","76","11","3","5","8","0","2","5","0","0","0","0","0","1","0","0","0","0","0","0","19","16","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37029","Camden County, North Carolina","10355","340","10015","9461","8200","1049","40","118","1","53","554","535","120","233","78","9","79","9","1","0","0","0","3","0","2","1","0","14","3","1","2","4","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37031","Carteret County, North Carolina","67686","3119","64567","61897","57538","3208","252","584","63","252","2670","2500","504","1055","400","31","388","31","16","4","29","0","2","9","26","5","0","157","77","15","0","19","10","0","13","20","3","0","0","0","0","0","0","0","0","0","0","0","13","0","6","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37033","Caswell County, North Carolina","22736","1002","21734","21036","14036","6804","65","61","13","57","698","640","237","241","40","1","61","32","2","2","10","5","1","4","0","0","4","53","28","11","0","0","5","0","2","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"0500000US37035","Catawba County, North Carolina","160610","17377","143233","136681","116120","12628","379","6937","78","539","6552","6264","2049","2451","602","42","775","118","74","1","87","14","0","5","31","15","0","271","168","22","3","25","24","0","4","14","0","0","0","0","0","3","5","3","0","0","0","0","9","0","3","2","0","2","0","0","2","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0"
"0500000US37037","Chatham County, North Carolina","76285","10372","65913","62976","53087","7768","173","1616","24","308","2937","2737","726","812","454","25","553","96","26","0","27","7","0","0","10","1","0","191","112","23","4","22","1","0","7","2","10","0","0","7","3","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","6","0","6","0","0","0","0","0","0"
"0500000US37039","Cherokee County, North Carolina","28774","899","27875","26380","25366","373","417","158","0","66","1495","1445","152","1002","80","8","170","16","0","0","10","4","0","3","0","0","0","41","14","3","0","5","3","0","2","0","2","0","0","0","12","0","0","0","0","0","0","0","7","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US37041","Chowan County, North Carolina","13708","530","13178","12745","8268","4376","43","39","1","18","433","399","126","112","35","4","88","16","6","0","6","1","0","0","2","3","0","31","10","1","3","6","4","0","2","1","0","0","0","0","0","0","0","4","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37043","Clay County, North Carolina","11089","438","10651","10218","10044","60","44","40","7","23","433","409","43","264","13","0","78","0","0","0","0","2","0","0","2","5","2","20","2","12","0","0","1","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US37045","Cleveland County, North Carolina","99519","4039","95480","91623","70163","20034","222","854","23","327","3857","3659","1283","1467","246","13","378","162","51","5","46","4","0","1","3","0","0","189","128","15","6","9","15","5","0","2","0","0","0","0","2","0","7","0","0","0","0","0","9","3","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37047","Columbus County, North Carolina","50623","2613","48010","46501","30019","14503","1670","156","10","143","1509","1407","475","482","38","23","110","221","12","6","22","12","0","4","1","1","0","93","83","3","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","8","1","0","1","3","0","0","3","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US37049","Craven County, North Carolina","100720","7195","93525","88809","64933","19903","318","3059","150","446","4716","4422","1270","1356","700","51","561","215","81","15","105","11","0","13","26","18","0","285","144","53","2","13","35","6","6","3","17","0","0","0","2","3","0","0","1","0","0","0","6","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","2","0","0","0"
"0500000US37051","Cumberland County, North Carolina","334728","39498","295230","274527","133201","124173","4647","8943","1357","2206","20703","18583","6040","4002","2622","295","1678","1771","718","225","867","49","20","22","194","72","8","1959","956","328","41","129","156","23","14","147","28","0","38","11","16","47","14","3","6","0","0","2","152","72","10","32","9","9","0","20","0","0","0","0","0","0","0","0","9","7","0","0","2","0","0","0","0"
"0500000US37053","Currituck County, North Carolina","28100","1218","26882","25376","23505","1377","98","265","22","109","1506","1431","319","587","182","24","259","26","5","10","7","1","1","0","10","0","0","75","31","7","2","4","19","0","5","2","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37055","Dare County, North Carolina","36915","2554","34361","33108","31921","678","99","260","10","140","1253","1189","260","501","163","16","241","1","0","1","0","4","0","0","2","0","0","61","32","12","0","0","3","0","0","8","0","0","0","0","1","2","0","3","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US37057","Davidson County, North Carolina","168930","13902","155028","148965","129487","15839","665","2440","43","491","6063","5759","1562","2612","469","31","766","140","48","2","81","6","4","6","11","21","0","280","174","17","2","14","38","7","3","6","4","0","7","0","3","2","0","1","0","0","0","2","18","3","0","9","0","4","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","5","5"
"0500000US37059","Davie County, North Carolina","42712","3375","39337","37724","34809","2413","96","277","5","124","1613","1496","383","694","144","8","187","35","4","3","21","0","0","3","12","2","0","108","64","12","0","4","12","0","3","0","1","0","7","0","2","0","3","0","0","0","0","0","4","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","5","2","2","0","0","0","1","0","0"
"0500000US37061","Duplin County, North Carolina","48715","10813","37902","36815","24945","11437","154","155","4","120","1087","978","380","330","61","0","109","67","7","0","12","7","0","0","2","3","0","98","59","9","1","6","4","3","4","5","0","0","0","0","0","0","4","0","0","0","0","3","6","1","0","4","0","1","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0"
"0500000US37063","Durham County, North Carolina","324833","50104","274729","262296","133768","109225","704","16707","83","1809","12433","11401","3263","1784","2734","73","1599","1004","329","22","438","32","8","15","33","57","10","933","524","132","13","94","42","3","6","41","16","0","22","10","13","5","6","4","0","0","0","2","84","52","0","29","0","0","0","0","0","1","2","0","0","0","0","0","14","4","10","0","0","0","0","1","1"
"0500000US37065","Edgecombe County, North Carolina","48900","2706","46194","45026","17340","27299","128","112","9","138","1168","1062","466","232","29","4","98","154","19","2","46","0","4","4","1","3","0","94","75","5","0","8","2","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","10","8","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US37067","Forsyth County, North Carolina","382590","54688","327902","313877","208126","93738","978","9179","233","1623","14025","13081","4248","3796","1750","113","1638","812","207","58","338","19","2","19","38","40","3","873","597","62","10","46","57","11","16","39","8","0","5","1","10","8","0","0","0","0","0","3","57","21","0","22","1","7","0","0","0","0","0","0","0","0","6","0","14","12","2","0","0","0","0","0","0"
"0500000US37069","Franklin County, North Carolina","68573","6962","61611","59075","42285","15785","259","452","17","277","2536","2371","727","745","253","18","309","217","27","1","62","2","1","0","7","2","0","159","112","16","0","14","4","0","0","10","0","0","2","1","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US37071","Gaston County, North Carolina","227943","20068","207875","198580","153653","39762","753","3509","59","844","9295","8816","2599","3650","809","48","1024","336","85","29","178","11","0","7","28","7","5","470","263","63","7","31","51","8","0","33","0","0","0","2","3","4","0","0","5","0","0","0","9","0","0","0","0","0","3","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37073","Gates County, North Carolina","10478","201","10277","9851","6705","3022","64","21","10","29","426","361","134","113","15","5","57","19","3","2","10","2","0","0","0","0","1","59","28","2","7","9","0","3","0","1","1","0","0","0","3","1","1","3","0","0","0","0","5","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"0500000US37075","Graham County, North Carolina","8030","219","7811","7529","6885","46","570","20","4","4","282","263","21","200","11","0","18","8","0","0","1","0","0","0","3","0","1","19","10","0","0","6","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37077","Granville County, North Carolina","60992","6211","54781","52727","33610","18315","205","366","24","207","2054","1923","656","645","177","14","223","131","18","5","41","4","0","0","1","8","0","128","101","0","0","14","0","3","1","7","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US37079","Greene County, North Carolina","20451","2936","17515","17060","9644","7206","95","37","0","78","455","432","190","167","28","2","31","10","1","0","0","3","0","0","0","0","0","19","9","0","0","0","0","0","1","3","0","0","1","4","0","0","0","1","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37081","Guilford County, North Carolina","541299","52152","489147","468766","255640","179423","1918","28719","216","2850","20381","18566","6371","4175","2483","97","2034","1889","527","90","656","38","5","23","78","93","7","1655","1072","156","3","113","86","7","27","58","34","0","49","5","18","14","11","0","1","1","0","0","141","69","17","38","10","2","0","1","0","0","0","0","4","0","0","0","18","7","11","0","0","0","0","1","1"
"0500000US37083","Halifax County, North Carolina","48622","1454","47168","45834","19070","24737","1593","281","11","142","1334","1187","407","256","83","10","92","272","7","0","36","7","10","1","5","1","0","139","104","2","0","4","4","5","0","15","0","0","0","0","1","0","0","0","4","0","0","0","8","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37085","Harnett County, North Carolina","133568","18899","114669","107980","77876","26769","978","1408","242","707","6689","6154","1909","1792","930","125","641","349","105","54","140","8","7","10","64","20","0","488","267","87","6","18","40","2","6","44","2","0","2","0","2","10","2","0","0","0","0","0","39","25","4","0","0","1","0","6","0","3","0","0","0","0","0","0","8","4","4","0","0","0","0","0","0"
"0500000US37087","Haywood County, North Carolina","62089","2829","59260","57166","55685","656","308","360","1","156","2094","2007","328","1151","173","12","312","10","0","3","12","1","0","2","0","3","0","81","43","2","0","6","21","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","6","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37089","Henderson County, North Carolina","116281","14999","101282","97267","91747","3299","284","1296","241","400","4015","3837","868","1714","406","46","672","38","21","10","31","0","0","5","24","2","0","159","81","23","6","2","22","4","1","13","3","0","0","4","0","0","0","0","0","0","0","0","15","6","0","5","1","1","0","0","2","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0"
"0500000US37091","Hertford County, North Carolina","21552","1579","19973","19339","6721","12215","188","113","3","99","634","561","169","211","14","7","31","103","5","0","19","1","0","0","0","0","1","60","44","3","0","0","0","0","0","4","1","0","0","5","0","3","0","0","0","0","0","0","13","0","4","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37093","Hoke County, North Carolina","52082","7687","44395","41096","19667","16385","3803","716","189","336","3299","3024","918","826","424","42","212","360","76","31","89","11","2","7","8","18","0","236","137","20","2","8","12","5","11","21","4","3","5","0","5","0","1","0","1","0","0","1","31","13","7","0","5","0","0","2","0","0","0","4","0","0","0","0","8","8","0","0","0","0","0","0","0"
"0500000US37095","Hyde County, North Carolina","4589","347","4242","4111","2928","1152","7","7","2","15","131","118","57","35","2","3","11","1","8","0","1","0","0","0","0","0","0","8","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US37097","Iredell County, North Carolina","186693","15777","170916","163517","136393","21255","437","4718","58","656","7399","7023","1988","2469","921","65","1208","162","58","15","102","3","0","0","18","14","0","344","171","24","0","32","55","5","19","15","1","1","1","4","5","11","0","0","0","0","0","0","24","16","0","7","1","0","0","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0"
"0500000US37099","Jackson County, North Carolina","43109","3292","39817","37997","32800","736","3849","497","10","105","1820","1717","240","1021","158","17","219","30","0","5","12","3","0","7","5","0","0","84","43","1","2","5","12","9","3","2","0","0","3","0","0","0","0","2","2","0","0","0","19","6","5","4","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37101","Johnston County, North Carolina","215999","34400","181599","173200","136464","33041","880","1831","71","913","8399","7830","2272","2493","950","87","1352","380","71","34","156","6","1","3","16","9","0","554","336","48","5","32","37","10","9","41","7","0","12","3","10","0","0","0","4","0","0","0","12","4","0","8","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"0500000US37103","Jones County, North Carolina","9172","394","8778","8460","5787","2564","42","32","0","35","318","283","84","105","17","0","31","26","5","0","12","3","0","0","0","0","0","35","29","0","0","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37105","Lee County, North Carolina","63285","13122","50163","47900","36055","10701","231","643","43","227","2263","2096","644","721","214","33","223","138","34","0","41","14","0","6","5","18","5","150","98","8","11","2","0","6","1","11","8","2","1","0","0","0","2","0","0","0","0","0","16","6","1","2","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"0500000US37107","Lenoir County, North Carolina","55122","4365","50757","49239","26582","22034","134","332","22","135","1518","1398","542","431","106","10","103","119","27","10","39","3","0","0","4","0","4","112","69","10","0","1","12","0","4","6","1","0","3","3","0","2","0","1","0","0","0","0","7","0","2","0","0","0","0","0","5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US37109","Lincoln County, North Carolina","86810","6412","80398","77218","71661","4405","237","692","15","208","3180","3074","692","1447","303","25","508","28","12","1","47","4","0","0","7","0","0","103","47","0","0","12","12","4","2","9","5","0","8","0","0","0","0","2","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US37111","McDowell County, North Carolina","44578","2947","41631","40148","37788","1707","136","388","0","129","1483","1421","338","771","90","2","209","1","1","0","8","0","0","1","0","0","0","47","23","0","2","2","5","1","9","0","0","3","0","0","0","0","0","2","0","0","0","0","10","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","2","2"
"0500000US37113","Macon County, North Carolina","37014","3498","33516","32313","31535","252","167","250","6","103","1203","1130","154","631","69","21","207","14","1","6","19","4","0","0","3","0","1","59","28","2","0","6","8","0","5","2","0","0","6","0","2","0","0","0","0","0","0","0","14","8","0","2","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"0500000US37115","Madison County, North Carolina","21193","748","20445","19644","19233","197","56","84","1","73","801","767","96","459","48","1","146","3","9","0","2","0","0","0","1","0","2","25","7","0","0","4","6","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","7","0","0","1","0","0","0","0","0","0","2","4","0","0","0","0","1","0","0","0","1","0","0","1","1"
"0500000US37117","Martin County, North Carolina","22031","895","21136","20628","11528","8868","69","98","1","64","508","451","191","131","13","1","44","54","0","0","13","0","0","0","0","0","4","47","28","9","0","0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","0"
"0500000US37119","Mecklenburg County, North Carolina","1115482","169922","945560","905248","498683","324832","2730","71583","531","6889","40312","37215","11210","6761","7165","254","5414","2711","1113","141","1715","148","9","50","126","386","12","2843","1522","376","46","312","144","11","33","138","73","0","39","18","73","21","17","4","8","0","0","8","235","127","1","66","25","5","0","0","4","0","7","0","0","0","0","0","19","10","6","0","2","1","0","0","0"
"0500000US37121","Mitchell County, North Carolina","14903","701","14202","13677","13514","50","30","52","1","30","525","509","69","340","44","6","48","0","1","0","0","1","0","0","0","0","0","13","4","4","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","2","0","0","0","0"
"0500000US37123","Montgomery County, North Carolina","25751","3924","21827","21212","16504","4192","76","391","2","47","615","567","203","227","29","0","48","29","2","8","6","0","0","0","15","0","0","44","28","3","8","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US37125","Moore County, North Carolina","99727","7365","92362","88271","75391","10545","688","1237","59","351","4091","3813","854","1346","686","56","576","158","40","0","57","5","0","6","22","7","0","261","127","29","5","9","34","0","0","37","5","0","6","0","9","0","0","0","0","0","0","0","13","8","0","5","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"0500000US37127","Nash County, North Carolina","94970","7322","87648","84950","46317","36679","615","904","28","407","2698","2458","868","650","185","17","233","362","31","11","70","13","0","10","1","5","2","225","156","16","3","11","7","1","10","1","11","0","5","0","2","2","0","0","0","0","0","0","13","1","5","3","0","0","0","1","0","0","0","0","0","0","0","3","2","1","1","0","0","0","0","0","0"
"0500000US37129","New Hanover County, North Carolina","225702","17300","208402","199410","167150","26974","678","3468","148","992","8992","8485","2155","2713","1440","113","1439","303","64","55","114","14","4","14","39","17","1","470","227","60","11","34","45","16","4","55","0","0","6","0","1","5","3","0","3","0","0","0","35","17","0","15","0","0","0","0","0","0","0","3","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US37131","Northampton County, North Carolina","17471","353","17118","16634","6835","9649","43","27","4","76","484","435","167","121","29","1","39","51","0","0","25","0","0","1","0","1","0","44","29","0","0","4","1","0","0","8","0","0","0","0","0","0","0","2","0","0","0","0","5","0","0","1","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37133","Onslow County, North Carolina","204576","27641","176935","163890","129499","26939","1019","4508","777","1148","13045","11938","3218","3444","2099","260","1439","502","357","81","232","28","7","10","203","49","9","1036","419","162","28","78","83","0","20","170","23","0","17","0","12","20","3","0","0","0","0","1","64","26","1","16","1","0","0","20","0","0","0","0","0","0","0","0","7","6","0","1","0","0","0","0","0"
"0500000US37135","Orange County, North Carolina","148696","15812","132884","125898","96537","15571","334","12615","43","798","6986","6569","1364","1397","2064","34","1243","192","92","3","97","9","0","10","29","35","0","377","187","94","1","17","15","3","7","31","5","3","6","1","4","0","1","2","0","0","0","0","40","20","0","7","3","2","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37137","Pamlico County, North Carolina","12276","496","11780","11323","9104","2055","58","50","5","51","457","409","153","145","34","1","44","22","8","0","2","0","0","0","0","0","0","46","22","0","0","7","0","0","10","6","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37139","Pasquotank County, North Carolina","40568","2237","38331","36707","21577","14316","150","458","28","178","1624","1493","504","444","165","26","197","91","34","2","18","2","1","6","1","2","0","120","58","17","6","12","16","3","1","0","0","1","0","0","0","0","4","0","0","0","0","2","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","1","4","0","0","0","0","1","1"
"0500000US37141","Pender County, North Carolina","60203","4982","55221","52742","44418","7544","195","319","23","243","2479","2333","482","1014","302","39","392","61","6","9","14","0","4","0","8","2","0","128","79","14","0","6","3","2","5","13","0","0","5","0","0","1","0","0","0","0","0","0","16","8","0","0","0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"0500000US37143","Perquimans County, North Carolina","13005","309","12696","12138","9333","2686","35","36","7","41","558","522","157","217","31","12","84","10","5","2","2","0","0","0","0","2","0","32","12","5","0","5","0","2","1","1","0","0","2","0","2","0","0","0","2","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37145","Person County, North Carolina","39097","2195","36902","35504","25132","9879","240","124","8","121","1398","1317","480","489","74","16","143","78","15","1","11","0","1","8","0","1","0","71","42","6","0","13","6","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","10","0","0","7","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37147","Pitt County, North Carolina","170243","12968","157275","151046","86837","59813","494","3056","94","752","6229","5706","2210","1322","821","48","503","459","118","12","176","11","0","7","13","6","0","474","274","66","8","41","33","1","7","22","0","0","10","1","5","5","1","0","0","0","0","0","44","27","5","12","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0"
"0500000US37149","Polk County, North Carolina","19328","1026","18302","17564","16716","689","51","60","7","41","738","711","137","363","44","6","118","13","3","0","6","4","6","1","9","1","0","17","3","0","0","0","6","0","0","4","0","0","2","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"0500000US37151","Randolph County, North Carolina","144171","19051","125120","120192","108354","8592","666","2158","10","412","4928","4727","1306","2255","342","25","602","95","22","2","56","5","0","3","13","1","0","188","111","12","7","14","7","0","1","11","4","3","5","0","0","8","2","0","0","0","0","3","13","7","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37153","Richmond County, North Carolina","42946","3072","39874","37908","23610","12770","994","360","7","167","1966","1821","477","934","64","12","123","155","7","10","24","5","0","4","2","4","0","135","106","3","4","0","4","1","0","5","0","0","0","4","4","4","0","0","0","0","0","0","10","6","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37155","Robeson County, North Carolina","116530","11757","104773","100284","29159","26218","43536","897","63","411","4489","4129","637","1899","111","14","122","1110","18","3","59","52","27","57","15","4","1","333","240","11","2","6","23","10","5","18","0","0","2","5","7","0","0","2","0","0","0","2","26","9","0","9","0","6","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US37157","Rockingham County, North Carolina","91096","6086","85010","81920","64218","16611","282","493","29","287","3090","2875","1176","1039","162","19","272","127","24","0","45","6","0","0","3","2","0","193","122","3","6","17","10","0","12","17","1","0","0","0","4","0","0","0","0","0","0","1","18","4","0","7","0","4","0","2","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","2","2"
"0500000US37159","Rowan County, North Carolina","146875","15940","130935","125420","100135","22730","444","1505","71","535","5515","5241","1425","2419","347","31","685","171","45","6","98","1","0","0","5","8","0","258","137","26","0","39","11","4","10","20","0","1","1","0","2","3","0","2","0","0","0","2","11","4","0","6","0","0","0","0","0","0","0","0","0","0","0","1","5","0","5","0","0","0","0","0","0"
